2064535;Ор 2244 Км;Ост.пункт 2244 Км;Ост.пункт 2244 Км
2064534;Almalo;Алмало;Алмало
2064533;Ор 2265 Км;Ост.пункт 2265 Км;Ост.пункт 2265 Км
2064532;Ор 2279 Км;Ост.пункт 2279 Км;Ост.пункт 2279 Км
2064531;Ор 2290 Км;Ост.пункт 2290 Км;Ост.пункт 2290 Км
2064530;Ор 2301 Км;Ост.пункт 2301 Км;Ост.пункт 2301 Км
2064529;Ор 2304 Км;Ост.пункт 2304 Км;Ост.пункт 2304 Км
2064528;Uitash;Уйташ;Уйташ
2064527;Ор 2314 Км;Ост.пункт 2314 Км;Ост.пункт 2314 Км
2064526;Ор 2323 Км;Ост.пункт 2323 Км;Ост.пункт 2323 Км
2064525;Ullubievo;Уллубиево;Уллубиево
2064524;Ор 2363 Км;Ост.пункт 2363 Км;Ост.пункт 2363 Км
2064523;Ор 2371 Км;Ост.пункт 2371 Км;Ост.пункт 2371 Км
2064522;Papas;Папас;Папас
2064521;Оп 2383 Км;Ост.пункт 2383 Км;Ост.пункт 2383 Км
2064520;Ор 2398 Км;Ост.пункт 2398 Км;Ост.пункт 2398 Км
2064519;Ор 2408 Км;Ост.пункт 2408 Км;Ост.пункт 2408 Км
2064518;Ор 2411 Км;Ост.пункт 2411 Км;Ост.пункт 2411 Км
2064517;Ор 2444 Км;Ост.пункт 2444 Км;Ост.пункт 2444 Км
2064516;Kr.derevnia;Красная Деревня;Красная Деревня
2064515;Ор 8 Км;Ост.пункт 8 Км;Ост.пункт 8 Км
2064514;Ор 17 Км;Ост.пункт 17 Км;Ост.пункт 17 Км
2064513;Оп 28 Км;Ост.пункт 28 Км;Ост.пункт 28 Км
2064512;Ор 63 Км;Ост.пункт 63 Км;Ост.пункт 63 Км
2064575;Gukovo;Гуково;Гуково
2064574;Zapovednaia;Заповедная;Заповедная
2064573;Zamchalovo;Замчалове;Замчалово
2064572;Pleshakovo;Плешаково;Плешаково
2064571;Op 1038 Km;Ост.пункт 1038 Км;Ост.пункт 1038 Км
2064570;Kamenskaia;Каменьска;Каменская
2064569;Pogorelovo;Погорелово;Погорелово
2064568;Glubokaia;Глибока;Глубокая
2064567;;Васильево-Петровская;Васильево-Петровская
2064566;Tarasovka;Тарасівка;Тарасовка
2064565;St Stanica;Старая Станица;Старая Станица
2064564;Chebotovka;Чеботовка;Чеботовка
2064563;Suturmino;Сутурмино;Сутурмино
2064562;Krasnovka;Красновка;Красновка
2064561;Usovo;Усово;Усово
2064559;Kugei;Кугей;Кугей
2064558;Sheptuhovka;Шептуховка;Шептуховка
2064557;Hutuny Rzd;Хутуны Рзд;Хутуны Рзд
2064556;Amta Rzd;Амта Рзд;Амта Рзд
2064555;Veselyi;Веселый Рзд;Веселый Рзд
2064554;Sal Rzd;Сал Рзд;Сал Рзд
2064553;Meliorativ;Мелиоративный Рзд;Мелиоративный Рзд
2064552;Predugoln;Предугольная;Предугольная
2064551;Nikol.balk;Николина Балка;Николина Балка
2064550;Gazyr;Газырь;Газырь
2064549;Оп 2155 Км;Ост.пункт 2155 Км;Ост.пункт 2155 Км
2064548;Ор 2159 Км;Ост.пункт 2159 Км;Ост.пункт 2159 Км
2064547;Istisu;Истису;Истису
2064546;Ор 2184 Км;Ост.пункт 2184 Км;Ост.пункт 2184 Км
2064545;Gerzel-Aul;Герзель-Аул;Герзель-Аул
2064544;Ор 2192 Км;Ост.пункт 2192 Км;Ост.пункт 2192 Км
2064605;Lihaia;Лиха;Лихая
2064603;Chertkovo;Чертково;Чертково
2064602;Diatkino;Дяткино;Дяткино
2064600;Taganrog 2;Таганрог 2;Таганрог 2
2064596;Malchevsk;Мальчевская;Мальчевская
2064594;Viazovyi;Вязовый;Вязовый
2064593;Pervomaiskaia;Первомайская;Первомайская
2064592;Cherkasskaia;Черкасская;Черкасская
2064591;Kumshalek;Кумшалек;Кумшалек
2064590;Kovylkin;Ковылкин;Ковылкин
2064589;Hlopovskii;Хлоповский;Хлоповский
2064588;Morozov Iuj;Морозовская-Южная;Морозовская-Южная
2064587;Valkovo;Вальково;Вальково
2064586;Bejency;Беженцы;Беженцы
2064585;Tacinskaia;Тацинская;Тацинская
2064584;Bystrorech;Быстрореченская;Быстрореченская
2064583;Jirnov;Жирнов;Жирнов
2064582;Grachi;Грачи;Грачи
2064581;Kakichev;Какичев;Какичев
2064580;;Белая Калитва;Белая Калитва
2064579;Boguraevo;Богураево;Богураево
2064578;Vasilevsk;Васильевский;Васильевский
2064577;Repnaia;Репная;Репная
2064576;Gnilovskaia;Гниловская;Гниловская
2064634;Fanagoriis;Фанагорийская;Фанагорийская
2064633;Zakan;Закан;Закан
2064631;Riadovoi;Рядовой;Рядовой
2064627;Kievskii;Киевский;Киевский
2064624;Chilipsi;Чилипси;Чилипси
2064623;Krasnodone;Краснодонецкая;Краснодонецкая
2064622;Psyj;Псыж;Псыж
2064621;Chapaevka R;Чапаевка Ростовская;Чапаевка Ростовская
2064620;Mechetnovskii;Мечетновский;Мечетновский
2064619;Op 34 Km;Ост.пункт 34 Км;Ост.пункт 34 Км
2064618;Bojkovskaia;Божковская;Божковская
2064617;Mechetnyi;Мечетный;Мечетный
2064616;Op 10 Km;Ост.пункт 10 Км;Ост.пункт 10 Км
2064615;Zaichikovo;Зайчиково;Зайчиково
2064611;Dorogovski;Дороговский;Дороговский
2064610;Morozovsk;Морозовская;Морозовская
2064609;Kare.122K;Карьер 122 Км Рзд;Карьер 122 Км Рзд
2064666;Tihonkii;Тихонький;Тихонький
2064664;Zverevskaia;Зверевская;Зверевская
2064662;Psekups;Псекупс;Псекупс
2064656;Dvubratsk;Двубратский Рзд;Двубратский Рзд
2064651;Chinary;Чинары;Чинары
2064648;Kara-Bagly;Кара-Багли;Кара-Баглы
2064644;Karmalinov;Кармалиновский;Кармалиновский
2064643;Manych;Маныч;Маныч
2064641;Op 134 Km;Ост.пункт 134 Км;Ост.пункт 134 Км
2064640;Aksai;Аксай;Аксай
2064703;Urakovskaia;Ураковская;Ураковская
2064700;Stavropol;Ставрополь;Ставрополь
2064688;Rostov Ber;Ростов Берег;Ростов Берег
2064687;Rostov-Zap;Ростов-Западный;Ростов-Западный
2064682;Aleksandr;Александровск;Александровск
2064679;Koisug;Койсуг;Койсуг
2064677;Ust Donec;Усть-Донецкая;Усть-Донецкая
2064676;Orlovka K;Орловка-Кубанск;Орловка-Кубанск
2064674;Buzinka;Бузинка;Бузинка
2064673;Temernik;Темерник;Темерник
2064735;;Оп 1844 Км;Оп 1844 Км
2064734;;Оп 1846 Км;Оп 1846 Км
2064733;;Этока;Этока
2064732;;Неволька;Неволька
2064731;;Чистая;Чистая
2064730;Op 35 Km;Ост.пункт 35 Км;Ост.пункт 35 Км
2064729;Abazinka;Абазинка;Абазинка
2064728;;Обильный;Обильный
2064727;;Нины;Нины
2064726;;Ост.пункт 84 Км;Ост.пункт 84 Км
2064725;;Опытная;Опытная
2064724;;Индустриальная;Индустриальная
2064723;;Галюгаевский;Галюгаевский
2064722;Nesvetai;Несветай;Несветай
2064716;Konelovo;Конелово;Конелово
2064714;Enem 2;Энем 2;Энем 2
2064713;Kanelovsk;Канеловский;Канеловский
2064711;Saratovsk;Саратовская;Саратовская
2064708;Shendjei;Шенджей;Шенджей
2064706;Rzd N17;Раз'езд N17;Раз'езд N17
2064767;Ор 1774 Км;Ост.пункт 1774 Км;Ост.пункт 1774 Км
2064766;Surkul;Суркуль;Суркуль
2064765;Ор 1784 Км;Ост.пункт 1784 Км;Ост.пункт 1784 Км
2064764;Krym-Gir;Крым-Гиреево;Крым-Гиреево
2064763;Ор 1796 Км;Ост.пункт 1796 Км;Ост.пункт 1796 Км
2064762;Ор 1807 Км;Ост.пункт 1807 Км;Ост.пункт 1807 Км
2064761;Ор 1823 Км;Ост.пункт 1823 Км;Ост.пункт 1823 Км
2064760;Puteprovod;Путепровод;Путепровод
2064759;Ор 1854 Км;Ост.пункт 1854 Км;Ост.пункт 1854 Км
2064758;Ор 1863 Км;Ост.пункт 1863 Км;Ост.пункт 1863 Км
2064757;Teplaia Rechka;Теплая Речка;Теплая Речка
2064756;Ор 1925 Км;Ост.пункт 1925 Км;Ост.пункт 1925 Км
2064755;Ор 1957 Км;Ост.пункт 1957 Км;Ост.пункт 1957 Км
2064754;Ор 2046 Км;Ост.пункт 2046 Км;Ост.пункт 2046 Км
2064753;Aldy;Алды;Алды
2064752;Ор 2137 Км;Ост.пункт 2137 Км;Ост.пункт 2137 Км
2064751;Ор 2138 Км;Ост.пункт 2138 Км;Ост.пункт 2138 Км
2064750;Ор 2149 Км;Ост.пункт 2149 Км;Ост.пункт 2149 Км
2064741;;Дворцовый;Дворцовый
2064740;;Пионер;Пионер
2064739;Kavkaz Gr.;Кавказ Граница;Кавказ Граница
2064738;;Куршава;Куршава
2064737;;Орбельяново;Орбельяново
2064736;;Ост.пункт 1814 Км;Ост.пункт 1814 Км
2064799;Ор 1379 Км;Ост.пункт 1379 Км;Ост.пункт 1379 Км
2064798;Ор 1382 Км;Ост.пункт 1382 Км;Ост.пункт 1382 Км
2064797;Ор 1401 Км;Ост.пункт 1401 Км;Ост.пункт 1401 Км
2064796;Ор 1413 Км;Ост.пункт 1413 Км;Ост.пункт 1413 Км
2064795;Ор 1418 Км;Ост.пункт 1418 Км;Ост.пункт 1418 Км
2064794;Ор 1431 Км;Ост.пункт 1431 Км;Ост.пункт 1431 Км
2064793;Jeltye Kopi;Желтые Копи;Желтые Копи
2064792;Borec Truda;Борец Труда;Борец Труда
2064791;Chepiginskyi;Чепигинский;Чепигинский
2064790;Beisuzhec;Бейсужек;Бейсужек
2064789;Krasnodars;Краснодар Сорт;Краснодар Сорт
2064787;Ор 61 Км;Ост.пункт 61 Км;Ост.пункт 61 Км
2064786;Ор 21 Км;Ост.пункт 21 Км;Ост.пункт 21 Км
2064785;Op 17 Km;Ост.пункт 17 Км;Ост.пункт 17 Км
2064784;Ор 1661 Км;Ост.пункт 1661 Км;Ост.пункт 1661 Км
2064783;Volnyi;Вольный;Вольный
2064782;Ор 1669 Км;Ост.пункт 1669 Км;Ост.пункт 1669 Км
2064781;Ор 1680 Км;Ост.пункт 1680 Км;Ост.пункт 1680 Км
2064780;Kurgokovskyi;Кургоковский;Кургоковский
2064779;Ор 1690 Км;Ост.пункт 1690 Км;Ост.пункт 1690 Км
2064778;Ор 1695 Км;Ост.пункт 1695 Км;Ост.пункт 1695 Км
2064777;Ор 1704 Км;Ост.пункт 1704 Км;Ост.пункт 1704 Км
2064776;Neskuchnyi;Нескучный;Нескучный
2064775;Ор 1717 Км;Ост.пункт 1717 Км;Ост.пункт 1717 Км
2064774;Ор 1724 Км;Ост.пункт 1724 Км;Ост.пункт 1724 Км
2064773;Ор 1737 Км;Ост.пункт 1737 Км;Ост.пункт 1737 Км
2064772;Ор 1738 Км;Ост.пункт 1738 Км;Ост.пункт 1738 Км
2064771;Ор 1741 Км;Ост.пункт 1741 Км;Ост.пункт 1741 Км
2064770;Ор 1749 Км;Ост.пункт 1749 Км;Ост.пункт 1749 Км
5800390;Giumri;Гюмри;Гюмри
2064769;Ор 1752 Км;Ост.пункт 1752 Км;Ост.пункт 1752 Км
2064768;Ор 1764 Км;Ост.пункт 1764 Км;Ост.пункт 1764 Км
2064831;Ор 1051 Км;Ост.пункт 1051 Км;Ост.пункт 1051 Км
2064830;Ор 1055 Км;Ост.пункт 1055 Км;Ост.пункт 1055 Км
2064829;Ор 1057 Км;Ост.пункт 1057 Км;Ост.пункт 1057 Км
2064828;Ор 1064 Км;Ост.пункт 1064 Км;Ост.пункт 1064 Км
2064827;Ор 1067 Км;Ост.пункт 1067 Км;Ост.пункт 1067 Км
2064826;Ор 1070 Км;Ост.пункт 1070 Км;Ост.пункт 1070 Км
2064825;Ор 4 Км;Ост.пункт 4 Км;Ост.пункт 4 Км
2064824;Ор 27 Км;Ост.пункт 27 Км;Ост.пункт 27 Км
2064823;Оп 23 Км;Ост.пункт 23 Км;Ост.пункт 23 Км
2064822;Ор 12 Км;Ост.пункт 12 Км;Ост.пункт 12 Км
2064821;Ор 8 Км;Ост.пункт 8 Км;Ост.пункт 8 Км
2064820;Ор 5 Км;Ост.пункт 5 Км;Ост.пункт 5 Км
2064819;Ор 3 Км;Ост.пункт 3 Км;Ост.пункт 3 Км
2064818;Ор 79 Км;Ост.пункт 79 Км;Ост.пункт 79 Км
2064817;Ор 85 Км;Ост.пункт 85 Км;Ост.пункт 85 Км
2064816;Ор 115 Км;Ост.пункт 115 Км;Ост.пункт 115 Км
2064815;Ор 130 Км;Ост.пункт 130 Км;Ост.пункт 130 Км
2064814;Оп 597 Км;Ост.пункт 597 Км;Ост.пункт 597 Км
2064813;Ор 654 Км;Ост.пункт654 Км;Ост.пункт 654 Км
2064812;Kuban;Кубань;Кубань
2064811;Kasinovka;Касиновка;Касиновка
2064810;Potaennyi;Потаенный;Потаенный
2064809;Redutskyi;Редутский;Редутский
2064808;Ор 118 Км;Ост.пункт 118 Км;Ост.пункт 118 Км
2064807;Ор 23 Км;Ост.пункт 23 Км;Ост.пункт 23 Км
2064806;Ор 118 Км;Ост.пункт 118 Км;Ост.пункт 118 Км
2064805;Ор 137 Км;Ост.пункт 137 Км;Ост.пункт 137 Км
2064804;Gor.balka;Горькая Балка;Горькая Балка
2064803;Ор 431 Км;Ост.пункт 431 Км;Ост.пункт 431 Км
2064802;Ор 411 Км;Ост.пункт 411 Км;Ост.пункт 411 Км
2064801;Ор 403 Км;Ост.пункт 403Км;Ост.пункт 403 Км
2064800;Krasnodar 1;Краснодар 1;Краснодар 1
2064849;Sysoevo;Сысоево;Сысоево
2064848;Ор 937 Км;Ост.пункт 937 Км;Ост.пункт 937 Км
2064847;Ор 940 Км;Ост.пункт 940 Км;Ост.пункт 940 Км
2064846;Bochenkovo;Боченково;Боченково
2064845;Ор 972 Км;Ост.пункт 972 Км;Ост.пункт 972 Км
2064844;Ор 983 Км;Ост.пункт 983 Км;Ост.пункт 983 Км
2064843;Ор 995 Км;Ост.пункт 995 Км;Ост.пункт 995 Км
2064842;Ор 1008 Км;Ост.пункт 1008 Км;Ост.пункт 1008 Км
2064841;Ор 1015 Км;Ост.пункт 1015 Км;Ост.пункт 1015 Км
2064840;Ор 1018 Км;Ост.пункт 1018 Км;Ост.пункт 1018 Км
2064839;Ор 1020 Км;Ост.пункт 1020 Км;Ост.пункт 1020 Км
2064838;Ор 1022 Км;Ост.пункт 1022 Км;Ост.пункт 1022 Км
2064837;Ор 1032 Км;Ост.пункт 1032 Км;Ост.пункт 1032 Км
2064836;Ор 1034 Км;Ост.пункт 1034 Км;Ост.пункт 1034 Км
2064835;Ор 1040 Км;Ост.пункт 1040 Км;Ост.пункт 1040 Км
2064834;Ор 1043 Км;Ост.пункт 1043 Км;Ост.пункт 1043 Км
2064833;Ор 1045 Км;Ост.пункт 1045 Км;Ост.пункт 1045 Км
2064832;Sev-Doneck;Северо-Донецкая;Северо-Донецкая
5800365;Karakert *;Каракерт *;Каракерт *
2064927;Ор 126 Км;Ост.пункт 126 Км;Ост.пункт 126 Км
2064926;Ор 134 Км;Ост.пункт 134 Км;Ост.пункт 134 Км
2064925;Ор 138 Км;Ост.пункт 138 Км;Ост.пункт 138 Км
2064924;Ор 1089 Км;Ост.пункт 1089 Км;Ост.пункт 1089 Км
2064923;Ор 1101 Км;Ост.пункт 1101 Км;Ост.пункт 1101 Км
2064922;Ор 1108 Км;Ост.пункт 1108 Км;Ост.пункт 1108 Км
2064921;Kundriuchyi;Кундрючий;Кундрючий
2064920;Lesostep;Лесостепь;Лесостепь
5800528;Karmir Bl;Кармир-Блур;Кармир-Блур
2064919;Ор 1123 Км;Ост.пункт 1123 Км;Ост.пункт 1123 Км
2064918;Atiuhta;Атюхта;Атюхта
2064917;Ор 1129 Км;Ост.пункт 1129 Км;Ост.пункт 1129 Км
2064916;Ор 1136 Км;Ост.пункт 1136 Км;Ост.пункт 1136 Км
2064915;Ор 1144 Км;Ост.пункт 1144 Км;Ост.пункт 1144 Км
5800533;Noragavit;Норагавит;Норагавит
2064914;Ор 1148 Км;Ост.пункт 1148 Км;Ост.пункт 1148 Км
2064913;Ор 1165 Км;Ост.пункт 1165 Км;Ост.пункт 1165 Км
2064912;Cikunovka;Цикуновка;Цикуновка
2064911;Ор 1178 Км;Ост.пункт 1178 Км;Ост.пункт 1178 Км
2064910;Myshkinskaia;Мышкинская;Мышкинская
2064909;Alexandrovka;Олександрівка;Александровка
5800523;Zap.kod;Запасной Код;Запасной Код
2064908;Pchelovodnaia;Пчеловодная;Пчеловодная
2064907;;Большой Лог;Большой Лог
5800524;Maralik;Маралик;Маралик
2064906;Berdanosovka;Берданосовка;Берданосовка
5800525;Pemzashen;Пемзашен;Пемзашен
5800526;;Пост2865 Км;Пост2865 Км
2064905;Steklozavod;Стеклозавод;Стеклозавод
2064904;Kr.akcai;Красный Аксай;Красный Аксай
2064903;Razvilka;Развилка;Развилка
5800513;Alaverdi;Алаверди;Алаверди
2064902;Zoolog.sad;Зоологічеський Сад;Зоологический Сад
2064901;Vysochino;Высочино;Высочино
2064900;Mahachkala;Махачкала;Махачкала
5800519;Sanain;Санаин;Санаин
2064959;Ор 134 Км;Ост.пункт 134 Км;Ост.пункт 134 Км
2064958;Ор 126 Км;Ост.пункт 126 Км;Ост.пункт 126 Км
2064957;Kr Gvardiia;Красная Гвардия;Красная Гвардия
2064956;Staraia Ilenko;Старая Ильенко;Старая Ильенко
2064955;Grush.antr;Грушевский Антрацит;Грушевский Антрацит
2064954;Vlas.kopi;Власовские Копи;Власовские Копи
2064953;Ор 907 Км;Ост.пункт 907 Км;Ост.пункт 907 Км
2064952;Mankovo;Маньково;Маньково
2064951;Ор 917 Км;Ост.пункт 917 Км;Ост.пункт 917 Км
2064950;Ор 928 Км;Ост.пункт 928 Км;Ост.пункт 928 Км
2064933;Ор 2330 Км;Ост.пункт 2330 Км;Ост.пункт 2330 Км
2064932;Bogatyrevo;Богатырево;Богатырево
2064931;Ор 1115 Км;Ост.пункт 1115 Км;Ост.пункт 1115 Км
2064930;Ор 53 Км;Ост.пункт 53 Км;Ост.пункт 53 Км
2064929;Holmskaia;Холмская;Холмская
2064928;Rzd 738 Km;Разъезд 738 Км;Разъезд 738 Км
